ID,TARGET_LifeExpectancy,Country,Year,Company_Status,Company_Confidence,Company_device_confidence,Device_confidence,Device_returen,Test_Fail,PercentageExpenditure,Engine_Cooling,Gas_Pressure,Obsolescence,ISO_23,TotalExpenditure,STRD_DTP,Engine_failure,GDP,Product_Quantity,Engine_failure_Prevalence,Leakage_Prevalence,IncomeCompositionOfResources,RD
1148,77.5,144,2007,1,9,8,10,0,11.84,1346.246697,0,57,0,99,7.95,99,0.1,9284.46,465158,1,0.9,0.874,3.674234614
1149,77.9,144,2006,1,92,82,102,0,12.42,12372.05188,0,56.4,0,99,8.2,99,0.1,84802.31,45895,1,0.9,0.867,3.674234614
1150,78.1,144,2005,1,92,90,94,0,12.61,10111.38928,1,55.8,0,99,7.67,98,0.1,73299.39,45163,1,0.9,0.865,3.687817783
1151,78.4,144,2004,1,95,98,92,0,12.91,910.5062778,0,55.2,0,99,8.27,99,0.1,5928.88,446175,1,0.9,0.86,3.674234614
1152,79.6,144,2003,1,96,94,98,0,12.89,7877.33656,0,54.6,0,99,7.4,99,0.1,53960.96,441525,1,1,0.854,3.660601044
1153,79.8,144,2002,1,98,98,98,0,13.14,8246.130437,0,54,0,99,7.48,99,0.1,54584.31,4363,1,1,0.848,3.674234614
1154,59.1,19,2017,0,365,328,402,26,1.11,0,0,19.6,38,88,6.7,88,4.8,406.18,1757367,6.4,6.2,0.473,3.286335345
1155,59.3,19,2016,0,377,392,362,27,0.01,59.48744893,3,19.2,40,87,11.38,91,5.1,397.29,1768838,6.5,6.3,0.466,3.271085447
1156,55.4,19,2015,0,394,396,392,29,0.01,55.83107625,1,18.8,42,89,1.96,89,6.3,372.87,16577147,6.5,6.4,0.459,3.271085447
1157,53.1,19,2014,0,42,40,44,31,0.01,82.76865922,11,18.4,46,95,12.6,96,8.3,419.46,169735,6.6,6.5,0.454,3.271085447
1158,54.2,19,2013,0,441,428,454,32,1.23,13.77617463,26,18,50,97,11.67,97,11.2,573.58,15627618,6.7,6.6,0.444,3.255764119
1159,53,19,2012,0,462,460,464,35,1.08,9.728005297,118712,17.6,54,86,1.5,93,13.7,513.93,1516795,6.8,6.7,0.43,3.193743885
1160,49.2,19,2011,0,491,486,496,36,1.16,7.915071248,21,17.3,56,93,1.18,93,14.9,47.87,1471462,6.9,6.8,0.415,3.146426545
1161,47.9,19,2010,0,525,520,530,36,1.27,74.34482999,20,16.9,58,92,1.7,91,16.9,417.58,14271234,7,6.9,0.4,3.098386677
1162,50,19,2009,0,559,586,532,37,1.18,4.269511381,143,16.6,59,88,9.31,87,19.3,36.09,1384969,7.1,7,0.387,3.1144823
1163,44.4,19,2008,0,587,576,598,38,1.18,6.847033785,1,16.2,61,99,8.99,99,21.1,333.42,13429262,7.3,7.1,0.377,3.098386677
1164,47.3,19,2007,0,66,64,68,39,1.04,5.670640102,184,15.9,62,94,8.2,93,22.4,31.77,1339711,7.4,7.2,0.371,3.1144823
1165,44.8,19,2006,0,615,612,618,40,1.11,58.13583343,1116,15.5,65,94,7.82,89,23.4,307.13,1267638,7.5,7.4,0.366,3.16227766
1166,46.3,19,2005,0,613,654,572,43,1.08,4.375316094,167,15.2,70,85,6.35,84,24.2,29.29,12336687,7.6,7.5,0.362,3.209361307
1167,46.1,19,2004,0,67,66,68,46,1.1,3.885394742,92,14.8,75,79,4.82,64,24.7,33.58,1213711,7.7,7.6,0.388,3.224903099
1168,45.6,19,2003,0,599,608,590,48,1.15,12.79760626,150,14.4,80,86,5.7,9,25.1,164.37,11695863,7.9,7.7,0.387,3.178049716
1169,48.8,19,2002,0,588,580,596,51,1.18,13.76270195,304,14.1,84,73,6.7,75,25.5,171.65,11376172,8,7.9,0.391,3.271085447
1170,72.4,65,2017,0,123,122,124,4,0.49,0,1318,4.6,4,99,3.74,99,0.1,10800.88,3723155,7.5,7.3,0.787,3.619392214
1171,77,65,2016,0,126,126,126,4,0.52,721.3655432,221,39.5,4,97,4.17,97,0.1,12526.04,322817,7.6,7.4,0.783,3.605551275
1172,74.4,65,2015,0,128,124,132,3,0.53,110.6779711,195,38.5,4,97,4.2,97,0.1,2108.15,2976724,7.8,7.6,0.779,3.591656999
1173,72.7,65,2014,0,129,130,128,3,0.53,101.609245,1868,37.4,4,97,4.1,97,0.1,1993.04,2917456,7.9,7.7,0.776,3.591656999
1174,74.7,65,2013,0,13,12,14,3,0.51,9.23002632,1569,36.3,4,96,3.89,96,0.1,162.54,28635128,8,7.8,0.774,3.605551275
1175,73.3,65,2012,0,131,126,136,3,0.49,65.56659662,73,35.3,4,96,3.99,96,0.1,1087.92,28112289,8.2,8,0.764,3.577708764
1176,74.3,65,2011,0,131,124,138,3,0.47,431.5452472,153,34.4,4,97,3.97,97,0.1,8205.95,2765383,8.3,8.2,0.756,3.54964787
1177,71.8,65,2010,0,132,140,124,3,0.47,438.4519214,334,33.4,4,97,3.47,97,0.1,9535.27,2711169,8.5,8.3,0.747,3.535533906
1178,77.8,65,2009,0,133,136,130,3,0.43,409.9812523,394,32.5,4,97,3.61,97,0.1,8141.47,26625845,8.7,8.5,0.736,3.507135583
1179,76.1,65,2008,0,134,134,134,3,0.42,365.9113978,564,31.6,4,95,3.65,95,0.1,6969.74,26143566,8.8,8.6,0.732,3.563705936
1180,73.5,65,2007,0,135,134,136,3,0.46,297.5913833,1407,3.7,4,96,3.29,96,0.1,6265.08,25659393,9,8.8,0.734,3.591656999
1181,75,65,2006,0,137,140,134,3,0.49,315.6639322,5729,29.8,4,95,3.74,95,0.1,5550.14,2517419,9.2,8.9,0.731,3.563705936
1182,70.8,65,2005,0,138,144,132,3,0.48,264.2496129,632,28.8,4,96,3.95,96,0.1,4999.32,2468873,9.3,9.1,0.724,3.478505426
1183,68.2,65,2004,0,14,12,16,4,0.49,216.7029481,408,27.9,4,94,3.4,94,0.1,4667.45,24198811,9.5,9.3,0.723,3.464101615
1184,70.8,65,2003,0,144,138,150,4,0.53,210.2417002,2198,27,5,95,3.4,96,0.1,4384.93,2369897,9.7,9.4,0.725,3.449637662
1185,73.9,65,2002,0,149,148,150,4,0.54,23.37167228,6187,26,5,98,3.4,98,0.1,498.6,2318568,9.8,9.6,0.715,3.405877273
1186,77.4,111,2017,0,61,60,62,0,1.75,0,0,27.4,0,99,8,99,0.1,9403.28,49163,13.6,13.6,0.701,3.563705936
1187,79.4,111,2016,0,62,62,62,0,0.01,2051.748615,0,26.2,0,99,13.73,99,0.1,8642.19,41,13.6,13.7,0.693,3.563705936
1188,76.1,111,2015,0,64,60,68,0,0.01,1626.591186,0,25.1,0,99,11.16,99,0.1,7965.82,393,13.7,13.8,0.683,3.521363372
1189,76.7,111,2014,0,65,64,66,0,0.01,1259.940376,0,24.1,0,99,9.16,99,0.1,7326.76,385,13.8,13.9,0.675,3.478505426
1190,76.8,111,2013,0,67,66,68,0,1.92,1079.893546,0,23.1,0,96,8.11,96,0.1,7277.26,377,13.9,14,0.663,3.435112807
1191,75.8,111,2012,0,73,74,72,0,1.83,91.13971812,0,22.1,0,97,7.93,96,0.1,709.85,367,14,14.1,0.653,3.405877273
1192,78.7,111,2011,0,75,78,72,0,1.59,100.503021,6,21.2,0,98,9.22,98,0.1,668.83,36,14.1,14.2,0.651,3.435112807
1193,73.1,111,2010,0,81,78,84,0,1.76,1077.712092,0,2.3,0,98,9.3,98,0.1,6528.06,362,14.2,14.3,0.641,3.435112807
1194,77.8,111,2009,0,82,78,86,0,1.78,6.491488598,20,19.5,0,98,6.64,98,0.1,59.21,349,14.3,14.4,0.632,3.449637662
1195,76.3,111,2008,0,88,90,86,0,1.62,659.8499118,47,18.7,0,98,7.37,98,0.1,4959.95,333,14.3,14.5,0.622,3.464101615
1196,74.4,111,2007,0,93,94,92,0,1.47,620.9518909,1395,18,0,98,9.52,98,0.1,3907.11,321,14.4,14.5,0.625,3.478505426
1197,71.3,111,2006,0,16,16,16,0,1.6,611.9093566,37,17.3,0,96,5.89,96,0.1,4315.73,312,14.5,14.6,0.617,3.492849839
1198,73.8,111,2005,0,112,108,116,0,1.75,491.4978908,75,16.7,0,98,5.9,98,0.1,3844.12,34,14.6,14.7,0.601,3.435112807
1199,70.9,111,2004,0,124,126,122,0,1.95,4.299053392,926,16.2,0,98,5.78,98,0.1,36.26,297,14.6,14.7,0.597,3.464101615
1200,77.9,111,2003,0,129,128,130,0,1.98,41.30688803,0,15.6,0,97,5.84,98,0.1,334.52,292,14.7,14.8,0.587,3.435112807
1201,73.5,111,2002,0,139,140,138,0,1.83,300.1621026,20,15.2,0,98,8,98,0.1,2444.96,286,14.8,14.8,0.577,3.361547263
1202,59.5,30,2017,0,266,248,284,52,0.53,0,215,23.8,84,66,6.47,64,1.5,817.29,1746795,7.7,7.5,0.438,2.898275349
1203,58.9,30,2016,0,272,272,272,52,0.01,46.56231672,290,23.2,85,74,6.86,73,1.6,924.64,16962846,7.9,7.7,0.43,2.863564213
1204,54.7,30,2015,0,275,270,280,53,0.01,36.86104319,221,22.5,86,7,6.58,69,1.6,870.98,16477818,8.1,7.9,0.421,2.828427125
1205,55.6,30,2014,0,27,26,28,53,0.01,96.5465827,341,21.9,88,72,6.47,66,1.5,870.63,16667,8.3,8.1,0.411,2.774887385
1206,55.6,30,2013,0,271,290,252,54,0.61,101.8113996,24,21.3,90,72,6.59,66,1.5,936.2,1554989,8.5,8.3,0.404,2.738612788
1207,54.8,30,2012,0,273,280,266,54,0.6,9.585584394,1719,2.7,91,77,6.35,73,1.5,87.78,157585,8.8,8.5,0.396,2.701851217
1208,57.8,30,2011,0,276,278,274,55,0.59,84.63438925,2939,2.2,93,77,6.85,73,1.6,780.81,1466597,9,8.8,0.385,2.664582519
1209,54.2,30,2010,0,278,266,290,55,0.57,102.1413744,98,19.6,94,74,6.74,74,1.6,772.44,14138216,9.2,9,0.36,2.408318916
1210,57.6,30,2009,0,282,282,282,56,0.55,81.8405007,2,19,96,76,6.97,74,1.7,667.11,1367566,9.4,9.3,0.363,2.529822128
1211,56.4,30,2008,0,288,298,278,57,0.53,67.70920683,128,18.5,98,79,6.56,78,1.8,584.24,1322764,9.7,9.5,0.35,2.469817807
1212,53.8,30,2007,0,29,28,30,57,0.55,60.21211141,33,18,101,78,6.34,77,1.9,546.5,12798763,9.9,9.7,0.338,2.408318916
1213,50.3,30,2006,0,296,300,292,58,0.49,57.11644801,172,17.5,103,7,6.28,69,2,492.08,1239196,1.1,1,0.333,2.34520788
1214,49.9,30,2005,0,299,318,280,59,0.54,6.660451777,232,17,106,67,6.25,63,2.2,438.81,125128,1.3,1.2,0.318,2.28035085
1215,50.9,30,2004,0,31,32,30,60,0.53,3.67646576,717,16.5,108,65,6.32,61,2.3,374.33,11638929,1.5,1.5,0.308,2.213594362
1216,53.8,30,2003,0,34,30,38,60,0.51,4.395885717,4464,16.1,110,56,6.39,49,2.4,41.27,11293258,1.8,1.7,0.297,2.144761059
1217,49,30,2002,0,37,38,36,60,0.47,23.94507124,1578,15.6,111,53,6.29,43,2.5,301.67,196769,11,1.9,0.291,2.097617696
1218,57.7,73,2015,0,63,58,68,0,0.01,871.8783173,0,81.6,0,79,17.24,79,0.1,4051.88,127445,0.1,0.1,0.463,0
1219,61.8,96,2017,0,25,24,26,8,0.01,0,1,3.8,12,67,3.77,73,0.9,1297.25,4182341,7.8,7.5,0.513,2.915475947
1220,60.9,96,2016,0,26,24,28,8,0.01,80.92679802,14,3.1,12,84,3.77,84,0.9,1485.87,46392,8,7.7,0.509,2.915475947
1221,64.8,96,2015,0,28,26,30,8,0.01,8.88028118,62,29.4,12,8,3.63,8,1.1,163.05,394617,8.1,7.9,0.501,2.863564213
1222,64.4,96,2014,0,29,26,32,8,0.01,62.48419552,35,28.8,12,8,3.36,8,1.2,1528,383239,8.3,8.1,0.491,2.792848009
1223,63.7,96,2013,0,212,208,216,8,0.01,79.27658464,234,28.1,12,73,2.87,75,1.2,1560.45,3717672,8.5,8.3,0.487,2.774887385
1224,62.2,96,2012,0,214,226,202,8,0.01,8.353074798,1292,27.4,12,52,3.28,64,1.2,138.19,369543,8.7,8.5,0.484,2.75680975
1225,62.7,96,2011,0,215,214,216,8,0.01,11.14504291,322,26.8,12,63,3.79,64,1.2,164.46,356288,8.9,8.7,0.476,2.664582519
1226,61.2,96,2010,0,217,224,210,8,0.02,61.76263795,4,26.1,12,73,3.23,74,1.3,1307.64,347541,9.2,8.9,0.475,2.683281573
1227,61.5,96,2009,0,219,214,224,8,0.02,7.35400072,11,25.5,12,75,3.54,75,1.3,126.91,3312665,9.4,9.1,0.475,2.720294102
1228,67.2,96,2008,0,221,226,216,8,0.01,55.79836969,22,24.8,12,68,3.21,68,1.3,1057.43,322653,9.6,9.4,0.466,2.683281573
1229,65.6,96,2007,0,223,212,234,8,0.01,55.12187071,127,24.2,12,71,4.21,71,1.3,781.47,31372,9.8,9.6,0.461,2.683281573
1230,64.5,96,2006,0,224,230,218,8,0.01,5.00378288,5039,23.6,12,68,4.7,7,1.3,70.05,342823,1,9.8,0.451,2.588435821
1231,62.7,96,2005,0,226,228,224,8,0.01,29.65370899,3611,22.9,12,75,4.53,76,1.3,592.02,2957117,1.3,1.1,0.447,2.569046516
1232,62.5,96,2004,0,228,228,228,7,0.02,4.113190741,883,22.3,12,91,5.31,89,1.2,52.59,2873228,1.5,1.3,0.446,2.549509757
1233,60.8,96,2003,0,229,240,218,7,0.01,28.782245,1398,21.7,12,75,4.34,75,1.2,519.94,279729,1.7,1.5,0.444,2.549509757
1234,59.4,96,2002,0,23,24,22,7,0.03,8.594570232,0,21.1,11,58,5.26,51,1.1,534.77,279359,1.9,1.7,0.443,2.529822128
1235,78.2,131,2017,0,122,120,124,30,5.21,0,0,63.5,35,87,6.21,87,0.1,10240.3,12589949,1.5,1.5,0.758,3.646916506
1236,74.1,131,2016,0,122,124,120,31,5.26,168.173753,3,62.8,36,87,6.3,87,0.1,1626.55,1242216,1.6,1.5,0.754,3.619392214
1237,78.4,131,2015,0,12,12,12,32,5.23,150.408875,0,62.1,37,83,6.3,83,0.1,1454.73,122535969,1.6,1.5,0.753,3.591656999
1238,75.4,131,2014,0,123,116,130,33,5.29,112.696486,0,61.5,38,99,6.21,99,0.1,1100.44,1282837,1.6,1.5,0.748,3.563705936
1239,76,131,2013,0,124,126,122,34,5.3,1117.196097,3,6.8,39,97,6.4,97,0.1,11014.61,119917,1.6,1.6,0.745,3.54964787
1240,77.3,131,2012,0,127,128,126,35,5.21,1033.039737,0,6.1,40,95,6.39,95,0.1,10034.73,117318941,1.6,1.6,0.739,3.535533906
1241,75,131,2011,0,13,12,14,36,5.27,881.7364327,0,59.4,42,95,6.6,95,0.1,8677.9,11555228,1.7,1.6,0.738,3.535533906
1242,75.7,131,2010,0,127,132,122,37,5.36,159.8772264,0,58.7,43,96,6.6,96,0.1,10852.27,11366189,1.7,1.6,0.735,3.507135583
1243,78.8,131,2009,0,123,120,126,38,5.35,105.7476131,0,57.9,45,98,5.92,98,0.1,1045.34,111836346,1.7,1.7,0.731,3.507135583
1244,72.7,131,2008,0,125,130,120,40,5.11,980.2537444,23,57.2,47,98,5.83,98,0.1,9820.07,1192378,1.8,1.7,0.723,3.492849839
1245,76.6,131,2007,0,126,124,128,42,4.93,998.3498049,6,56.4,49,98,6.4,98,0.1,8945.21,18472228,1.8,1.7,0.719,3.492849839
1246,75.9,131,2006,0,124,126,122,44,4.9,920.8284115,64,55.7,52,98,6.11,98,0.1,8063.55,16995583,1.8,1.8,0.714,3.478505426
1247,74.7,131,2005,0,127,128,126,46,4.88,781.2062828,44,54.9,55,98,6.2,98,0.1,7562.24,1564453,1.9,1.8,0.708,3.449637662
1248,79.4,131,2004,0,127,126,128,49,4.77,12.1859723,0,54.1,58,98,5.52,97,0.1,802.84,1435568,1.9,1.8,0.703,3.405877273
1249,77.3,131,2003,0,126,134,118,52,4.86,13.31109532,3,53.2,62,97,5.35,97,0.1,819.14,136768,1.9,1.9,0.7,3.405877273
1250,76.4,131,2002,0,129,130,128,55,4.99,10.22840118,30,52.4,66,97,4.98,97,0.1,753.67,11719673,2,1.9,0.694,3.376388603
1251,72.2,58,2017,0,166,164,168,0,1.97,0,0,69.4,0,71,12.11,72,0.1,413.73,127445,0.2,0.2,0.637,3.420526275
1252,66,58,2016,0,164,168,160,0,1.58,0,140,68.7,0,76,13.71,77,0.1,413.73,127445,0.2,0.2,0.639,3.420526275
1253,71.6,58,2015,0,166,164,168,0,1.67,0,0,68.1,0,81,13.38,81,0.1,413.73,127445,0.2,0.2,0.641,3.420526275
1254,69.7,58,2014,0,168,156,180,0,2.98,0,0,67.5,0,81,12.77,81,0.1,413.73,127445,0.2,0.2,0.64,3.420526275
1255,67.2,58,2013,0,169,174,164,0,1.89,0,0,67,0,83,13.76,84,0.1,413.73,127445,0.2,0.2,0.638,3.420526275
1256,69.5,58,2012,0,171,172,170,0,1.76,0,0,66.4,0,85,13.83,85,0.1,413.73,127445,0.2,0.2,0.633,3.391164992
1257,69.5,58,2011,0,172,172,172,0,2.06,0,0,65.8,0,81,13.44,91,0.1,413.73,127445,0.2,0.2,0.629,3.376388603
1258,68,58,2010,0,174,172,176,0,1.97,0,0,65.2,0,88,12.94,85,0.1,413.73,127445,0.2,0.2,0.628,3.346640106
1259,69.8,58,2009,0,175,186,164,0,1.64,0,0,64.7,0,79,11.99,79,0.1,413.73,127445,0.2,0.2,0.625,3.31662479
1260,68.4,58,2008,0,176,186,166,0,1.73,0,0,64.1,0,81,11.92,67,0.1,413.73,127445,0.2,0.2,0.622,3.301514804
1261,70.4,58,2007,0,178,168,188,0,1.9,0,0,63.6,0,94,12.11,94,0.1,413.73,127445,0.2,0.2,0.617,3.271085447
1262,68.7,58,2006,0,179,190,168,0,2.02,0,0,63.2,0,82,1.64,78,0.1,413.73,127445,0.2,0.2,0.616,3.240370349
1263,70.4,58,2005,0,18,16,20,0,3.15,0,0,62.8,0,88,9.69,92,0.1,413.73,127445,0.2,0.2,0.612,3.224903099
1264,65.3,58,2004,0,21,22,20,0,2.78,0,0,62.4,0,84,8.2,84,0.1,413.73,127445,0.2,0.2,0.608,3.193743885
1265,69.3,58,2003,0,183,168,198,0,2.82,0,0,62,0,79,8.58,75,0.1,413.73,127445,0.3,0.2,0.604,3.178049716
1266,67.1,58,2002,0,185,188,182,0,2.23,0,0,61.5,0,85,7.88,85,0.1,413.73,127445,0.3,0.3,0,0
1267,68.3,13,2017,0,222,208,236,1,2.75,0,20359,52.7,1,99,5.29,99,0.1,4417.49,2976877,2.2,2.3,0.733,3.847076812
1268,70.1,13,2016,0,225,226,224,1,0.01,281.0023992,0,51.5,1,99,4.73,99,0.1,4683.37,2923896,2.2,2.3,0.729,3.847076812
1269,69.5,13,2015,0,227,224,230,1,0.01,241.1958645,0,5.4,1,98,4.21,98,0.1,4911.62,286917,2.2,2.3,0.72,3.834057903
1270,67.4,13,2014,0,231,240,222,1,0.01,253.8285861,0,49.2,2,99,4.22,99,0.1,4893.08,2814226,2.2,2.3,0.712,3.834057903
1271,67.4,13,2013,0,235,232,238,1,0.01,257.8403154,0,48,2,99,4.45,99,0.1,4221.95,2761516,2.2,2.3,0.701,3.820994635
1272,64.5,13,2012,0,25,24,26,1,5.8,22.31624272,7,46.9,2,96,4.7,96,0.1,297.2,271265,2.2,2.3,0.693,3.78153408
1273,63.6,13,2011,0,235,234,236,1,4.61,134.1678932,8,45.9,2,96,5.29,95,0.1,1924.05,2668289,2.2,2.3,0.686,3.714835124
1274,65.4,13,2010,0,225,222,228,2,4.26,181.0123284,31,44.9,2,95,5.58,96,0.1,2396.38,2628131,2.2,2.3,0.673,3.660601044
1275,66.8,13,2009,0,26,26,26,2,3.79,126.698109,12,43.9,2,99,5.6,95,0.1,1830.99,259167,2.2,2.4,0.661,3.605551275
1276,62.3,13,2008,0,271,284,258,2,2.91,122.1206485,26,43,2,98,4.68,99,0.1,1494.81,255812,2.2,2.4,0.649,3.563705936
1277,66.6,13,2007,0,274,280,268,2,2.75,98.68367951,0,42.1,2,99,5.9,99,0.1,1118.68,2526446,2.3,2.4,0.637,3.435112807
1278,61.7,13,2006,0,284,266,302,2,1.75,73.24150483,0,41.3,2,99,5.99,99,0.1,893.58,2496832,2.3,2.4,0.621,3.346640106
1279,64.8,13,2005,0,271,268,274,2,1.31,56.05686428,18,4.5,2,98,6.18,98,0.1,724.15,2469286,2.4,2.5,0.609,3.240370349
1280,67.6,13,2004,0,263,250,276,2,2.43,55.60878216,1205,39.8,2,98,5.81,98,0.1,640.1,2443659,2.4,2.5,0.599,3.178049716
1281,61.1,13,2003,0,266,284,248,2,2.87,61.84921903,10677,39.1,3,95,5.45,95,0.1,587.04,2419776,2.5,2.6,0.588,3.065941943
1282,63,13,2002,0,274,272,276,2,2.79,56.431387,925,38.5,3,94,4.92,94,0.1,531.12,2397436,2.6,2.6,0.582,2.983286778
1283,73.5,123,2017,0,95,98,92,17,0.54,0,17,58.5,20,99,5.48,99,0.1,3188.96,3483322,6.4,6.2,0.645,3.478505426
1284,72.7,123,2016,0,96,102,90,18,0.43,198.7343495,10,57.5,21,99,5.91,99,0.1,3533.06,3431882,6.4,6.2,0.64,3.478505426
1285,74.6,123,2015,0,97,100,94,18,0.45,179.8598949,92,56.5,21,99,5.94,99,0.1,3485.17,33824769,6.4,6.2,0.634,3.478505426
1286,76,123,2014,0,99,96,102,19,0.55,19.15853732,668,55.5,22,99,6.15,99,0.1,330.12,33333789,6.3,6.2,0.623,3.405877273
1287,74.9,123,2013,0,14,12,16,19,0.54,22.0945504,982,54.6,22,98,5.99,99,0.1,380.71,32858823,6.3,6.2,0.612,3.346640106
1288,75.1,123,2012,0,11,10,12,20,0.56,183.6592186,633,53.6,23,99,5.86,99,0.1,3174.36,3249639,6.3,6.2,0.603,3.271085447
1289,71.8,123,2011,0,116,118,114,20,0.62,188.2902861,834,52.7,23,99,5.67,99,0.1,3204.94,31989897,6.4,6.2,0.596,3.240370349
1290,71.9,123,2010,0,123,128,118,21,0.51,171.3658969,1455,51.7,24,99,5.41,99,0.1,3231.14,31596855,6.4,6.3,0.589,3.209361307
1291,69.4,123,2009,0,128,124,132,21,0.56,157.6431445,2248,5.8,25,95,5.48,95,0.1,2793.68,31225881,6.4,6.3,0.581,3.16227766
1292,71.1,123,2008,0,133,134,132,22,0.58,127.7632005,1217,49.9,25,97,5.23,97,0.1,2454.46,3869346,6.4,6.3,0.575,3.16227766
1293,73.1,123,2007,0,137,134,140,22,0.47,9.469371264,0,49.1,26,98,5.6,98,0.1,239.41,35217,6.5,6.3,0.569,3.130495168
1294,68.4,123,2006,0,142,142,142,23,0.56,100.3638322,6399,48.2,27,97,5.22,97,0.1,2182.67,3179285,6.5,6.4,0.561,3.098386677
1295,72.1,123,2005,0,146,140,152,24,0.58,88.16506179,10841,47.3,28,91,5.25,91,0.1,1928.61,29843937,6.6,6.4,0.551,3.049590136
1296,67.9,123,2004,0,15,14,16,25,0.46,66.72933871,6000,46.5,29,94,5.31,94,0.1,1583.41,29512368,6.6,6.5,0.54,2.966479395
1297,69.8,123,2003,0,155,142,168,26,0.46,71.11645,2724,45.7,30,93,4.44,96,0.1,1497.19,29181832,6.7,6.5,0.53,2.915475947
1298,67,123,2002,0,16,14,18,27,0.45,63.42140024,7368,44.8,32,95,4.18,95,0.1,1492.27,28849621,6.7,6.6,0.519,2.828427125
1299,55.4,174,2017,0,355,346,364,60,1.19,0,79,22.6,81,8,5.91,8,3.9,591.71,281691,3.6,3.5,0.414,3.016620626
1300,55.9,174,2016,0,375,362,388,61,0.01,54.91159475,9,22.2,84,79,6.98,79,4.1,698.08,27212382,3.6,3.5,0.409,3.016620626
1301,59,174,2015,0,46,44,48,62,1.16,5.813338496,8,21.8,87,78,5.9,78,5.1,73.9,26434372,3.6,3.5,0.405,3.016620626
1302,57.5,174,2014,0,48,48,48,64,1.19,49.90987221,145,21.3,90,73,5.58,76,6.9,634.5,2567666,3.6,3.5,0.4,3.033150178
1303,57.8,174,2013,0,47,42,52,66,0.94,40.80617976,177,2.9,94,73,6.23,76,9.6,589.72,249395,3.7,3.6,0.397,3.082207001
1304,56.2,174,2012,0,47,54,40,69,0.96,5.743393664,2321,2.5,98,73,5.38,74,10.8,469.53,2422145,3.7,3.6,0.39,3.049590136
1305,50.3,174,2011,0,4,2,6,70,1.18,39.75216936,60,2.1,101,74,5.43,74,11.3,519.51,2352463,3.7,3.6,0.382,3.033150178
1306,50.6,174,2010,0,45,42,48,72,1.48,0.796915785,4,19.7,104,74,4.91,75,12.6,59.5,22846758,3.7,3.7,0.372,2.966479395
1307,52.5,174,2009,0,425,436,414,74,1.03,53.9502789,267,19.3,108,75,5.25,75,14.1,472.8,22188387,3.8,3.7,0.36,2.863564213
1308,51.6,174,2008,0,434,428,440,78,1.2,58.59644487,183,18.9,113,73,6.51,78,16.3,432.05,21547463,3.8,3.7,0.353,2.810693865
1309,58,174,2007,0,434,412,456,80,1.23,67.33378735,12598,18.5,117,71,6.87,8,16.2,413.45,29237,3.9,3.8,0.341,2.701851217
1310,52.8,174,2006,0,429,426,432,82,1.54,46.58195631,9396,18.1,120,69,5.91,83,15.9,376.69,231275,3.9,3.8,0.332,2.645751311
1311,50.6,174,2005,0,424,438,410,85,1.68,42.52689559,28898,17.7,124,67,6.39,85,15.3,317.96,19716598,4,3.9,0.318,2.588435821
1312,49.7,174,2004,0,416,408,424,87,2.16,40.82597077,7155,17.3,127,76,6.45,76,14.5,294.43,19139658,4,4,0.311,2.48997992
1313,49.4,174,2003,0,48,50,46,90,2.09,37.82511936,7085,16.9,132,72,5.64,73,13.4,287.21,18588758,4.1,4,0.298,2.408318916
1314,46.5,174,2002,0,43,44,42,93,1.14,47.17250718,7375,16.5,136,69,6.16,7,12.2,310.97,1867687,4.2,4.1,0.291,2.323790008
1315,62.1,6,2017,0,248,238,258,2,5.09,0,212,35.7,3,92,7.2,92,2.1,5306.19,2425561,8.2,8.1,0.637,3.420526275
1316,62,6,2016,0,242,246,238,2,0.01,751.3982719,477,34.9,3,88,8.93,88,2.2,6071.91,237992,8.6,8.5,0.632,3.420526275
1317,62.1,6,2015,0,232,226,238,3,0.01,760.6550553,1028,34.1,3,89,8.53,89,2.5,6146.71,231652,9,8.9,0.625,3.405877273
1318,64.6,6,2014,0,232,218,246,3,0.01,796.8734263,86,33.3,4,84,8.24,84,3.7,6439.38,2263934,9.5,9.4,0.619,3.391164992
1319,65.2,6,2013,0,268,274,262,3,7.84,7.896234931,79,32.5,4,85,8.78,82,4.7,63.81,2215621,9.9,9.9,0.612,3.391164992
1320,66,6,2012,0,299,312,286,3,7.58,719.5535161,3138,31.8,4,83,7.89,83,6.2,5814.57,217317,1.4,1.4,0.604,3.376388603
1321,62.1,6,2011,0,36,34,38,3,7.99,575.6748069,4076,31,4,83,8.5,83,8.7,4651.92,21374,1.9,1.9,0.598,3.376388603
1322,64,6,2010,0,317,312,322,3,6.28,59.55033546,0,3.2,4,83,7.15,83,11.7,481.21,216375,11.5,11.4,0.589,3.361547263
1323,62.8,6,2009,0,356,364,348,3,5.12,62.11039296,21,29.4,4,81,6.99,86,15.2,473.22,279915,12,12,0.578,3.361547263
1324,56.1,6,2008,0,431,422,440,3,4.94,459.1572399,3,28.7,4,74,7.2,86,19.2,4347.05,255734,12.6,12.6,0.57,3.376388603
1325,53.9,6,2007,0,477,468,486,3,4.89,457.7200522,4,27.9,4,86,7.32,86,22.1,4001.92,232196,13.1,13.1,0.565,3.405877273
1326,55,6,2006,0,483,478,488,3,4.8,368.2848258,4,27.2,4,81,6.47,81,24,3682.85,29228,13.7,13.7,0.559,3.420526275
1327,52.4,6,2005,0,471,454,488,3,5.28,294.6571552,262,26.5,4,82,6.52,79,24.7,2780.25,1986535,14.2,14.3,0.554,3.420526275
